bill_id,,title,summary,congress_num,sponsor_party,sponsor_state,cosponsors_total,cosponsors_dem,cosponsors_rep,cosponsors_ind,month_introduced,subject,committees,url,senate_probabilities,senate_predictions
S. ,552,Haiti Economic Lift Program Extension Act of 2023,,118,R,FL,3,2,1,0,2,Foreign Trade and International Finance,Senate - Finance,https://www.congress.gov/bill/118th-congress/senate-bill/552,0.24%,0
S. ,551,Home Advantage for American Families Act of 2023," <p><strong>Home Advantage for American Families Act</strong> <strong>of 2023</strong></p> <p>This bill requires any foreign person involved in a transaction related to the sale of residential property located in any of the 15 largest metropolitan statistical areas by population to report to the Department of the Treasury information for identifying the person purchasing the property, the amount and source of the funds received by the seller, the date and nature of the transaction, and other information deemed necessary.</p> <p>The bill also increases (1)&nbsp;from 15% to 30% the rate of withholding on sales proceeds of certain residential real property, and (2)&nbsp;the low-income housing tax credit state ceiling.</p>",118,R,FL,0,0,0,0,2,Taxation,Senate - Finance,https://www.congress.gov/bill/118th-congress/senate-bill/551,0.24%,0
S. ,550,Prioritizing Evidence for Workforce Development Act,,118,R,IN,0,0,0,0,2,,"Senate - Health, Education, Labor, and Pensions",https://www.congress.gov/bill/118th-congress/senate-bill/550,0.24%,0
S. ,549,DAIRY PRIDE Act,,118,D,WI,11,5,5,1,2,,"Senate - Health, Education, Labor, and Pensions",https://www.congress.gov/bill/118th-congress/senate-bill/549,0.24%,0
S. ,548,Energy Security Cooperation with Allied Partners in Europe Act of 2023,,118,R,WY,30,0,30,0,2,International Affairs,Senate - Foreign Relations,https://www.congress.gov/bill/118th-congress/senate-bill/548,0.24%,0
S. ,547,First Rhode Island Regiment Congressional Gold Medal Act," <p><strong>First Rhode Island Regiment Congressional Gold Medal Act</strong></p> <p>This bill provides for the award of a single Congressional Gold Medal to the First Rhode Island Regiment, collectively, in recognition of their dedicated service during the Revolutionary War.</p>",118,D,RI,19,14,5,0,2,Armed Forces and National Security,"Senate - Banking, Housing, and Urban Affairs",https://www.congress.gov/bill/118th-congress/senate-bill/547,90.30%,1
S. ,546,Recruit and Retain Act,,118,R,NE,5,3,2,0,2,Crime and Law Enforcement,Senate - Judiciary,https://www.congress.gov/bill/118th-congress/senate-bill/546,16.62%,0
S. ,545,Air Carrier Access Amendments Act of 2023,,118,D,WI,6,5,0,1,2,,"Senate - Commerce, Science, and Transportation",https://www.congress.gov/bill/118th-congress/senate-bill/545,0.24%,0
S. ,544,A bill to amend the Federal Credit Union Act to provide a sunset for certain ways in which credit unions may be Agent members of the National Credit Union Administration Central Liquidity Facility.,,118,D,CA,1,0,1,0,2,Finance and Financial Sector,"Senate - Banking, Housing, and Urban Affairs",https://www.congress.gov/bill/118th-congress/senate-bill/544,0.24%,0
S. ,543,CCM–CARE Act of 2023,,118,D,NM,1,1,0,0,2,,"Senate - Health, Education, Labor, and Pensions",https://www.congress.gov/bill/118th-congress/senate-bill/543,0.24%,0
S. ,542,CCU Parity Act of 2023,,118,D,RI,1,0,1,0,2,Taxation,Senate - Finance,https://www.congress.gov/bill/118th-congress/senate-bill/542,0.24%,0
S. ,541,Independent and Objective Oversight of Ukrainian Assistance Act,,118,R,LA,4,0,3,1,2,International Affairs,Senate - Homeland Security and Governmental Affairs,https://www.congress.gov/bill/118th-congress/senate-bill/541,0.31%,0
S. ,540,Protect the West Act of 2023,,118,D,CO,2,2,0,0,2,,"Senate - Agriculture, Nutrition, and Forestry",https://www.congress.gov/bill/118th-congress/senate-bill/540,0.24%,0
S. ,539,Veterans Member Business Loan Act,,118,R,AK,1,1,0,0,2,International Affairs,"Senate - Banking, Housing, and Urban Affairs",https://www.congress.gov/bill/118th-congress/senate-bill/539,0.33%,0
S. ,538,FORCE Act,,118,R,FL,2,0,2,0,2,International Affairs,Senate - Foreign Relations,https://www.congress.gov/bill/118th-congress/senate-bill/538,0.54%,0
S. ,537,FOCA Act,,118,R,IN,23,0,23,0,2,Government Operations and Politics,Senate - Homeland Security and Governmental Affairs,https://www.congress.gov/bill/118th-congress/senate-bill/537,0.24%,0
S. ,536,A bill to authorize the confiscation of assets of the Russian Federation and the use of such assets to offset costs to the United States of assistance to Ukraine.,,118,R,MT,1,0,1,0,2,International Affairs,"Senate - Banking, Housing, and Urban Affairs",https://www.congress.gov/bill/118th-congress/senate-bill/536,0.44%,0
S. ,535,Bureau of Land Management Mineral Spacing Act,,118,R,ND,3,0,3,0,2,Energy,Senate - Energy and Natural Resources,https://www.congress.gov/bill/118th-congress/senate-bill/535,0.24%,0
S. ,534,Buffalo Tract Protection Act,,118,D,NM,1,1,0,0,2,Public Lands and Natural Resources,Senate - Energy and Natural Resources,https://www.congress.gov/bill/118th-congress/senate-bill/534,0.24%,0
S. ,533,Transformation to Competitive Integrated Employment Act,,118,D,PA,1,0,1,0,2,,"Senate - Health, Education, Labor, and Pensions",https://www.congress.gov/bill/118th-congress/senate-bill/533,0.24%,0
S. ,532,National Right-to-Work Act,,118,R,KY,22,0,22,0,2,,,https://www.congress.gov/bill/118th-congress/senate-bill/532,0.24%,0
S. ,531,Net Price Calculator Improvement Act,,118,R,IA,1,1,0,0,2,Education,"Senate - Health, Education, Labor, and Pensions",https://www.congress.gov/bill/118th-congress/senate-bill/531,0.35%,0
S. ,530,Know Before You Owe Federal Student Loan Act of 2023,,118,R,IA,1,1,0,0,2,,"Senate - Health, Education, Labor, and Pensions",https://www.congress.gov/bill/118th-congress/senate-bill/530,0.24%,0
S. ,529,Eric’s Law,,118,R,TX,2,0,2,0,2,Crime and Law Enforcement,Senate - Judiciary,https://www.congress.gov/bill/118th-congress/senate-bill/529,1.20%,0
S. ,528,Understanding the True Cost of College Act of 2023,,118,R,IA,2,1,1,0,2,Education,"Senate - Health, Education, Labor, and Pensions",https://www.congress.gov/bill/118th-congress/senate-bill/528,0.34%,0
S. ,527,African Burial Ground International Memorial Museum and Educational Center Act,,118,D,NY,0,0,0,0,2,Social Sciences and History,Senate - Energy and Natural Resources,https://www.congress.gov/bill/118th-congress/senate-bill/527,1.39%,0
S. ,526,BENEFIT Act of 2023,,118,R,MS,2,1,1,0,2,Health,"Senate - Health, Education, Labor, and Pensions",https://www.congress.gov/bill/118th-congress/senate-bill/526,88.22%,1
S. ,525,Families Fly Together Act of 2023,,118,D,MA,3,3,0,0,2,Transportation and Public Works,"Senate - Commerce, Science, and Transportation",https://www.congress.gov/bill/118th-congress/senate-bill/525,0.25%,0
S. ,524,EQUAL Act,,118,D,NJ,9,4,5,0,2,Crime and Law Enforcement,Senate - Judiciary,https://www.congress.gov/bill/118th-congress/senate-bill/524,0.31%,0
S. ,523,Freedom to Invest in a Sustainable Future Act,,118,D,MN,8,7,0,1,2,Labor and Employment,"Senate - Health, Education, Labor, and Pensions",https://www.congress.gov/bill/118th-congress/senate-bill/523,0.24%,0
S. ,522,SMART Cocaine Sentencing Act,,118,R,IA,3,0,3,0,2,Crime and Law Enforcement,Senate - Judiciary,https://www.congress.gov/bill/118th-congress/senate-bill/522,23.94%,0
S. ,521,Lumbee Fairness Act,,118,R,NC,1,0,1,0,2,Native Americans,Senate - Indian Affairs,https://www.congress.gov/bill/118th-congress/senate-bill/521,8.22%,0
S. ,520,No CCP (Chinese Communist Police) in the United States Act of 2023,,118,R,FL,2,0,2,0,2,International Affairs,Senate - Foreign Relations,https://www.congress.gov/bill/118th-congress/senate-bill/520,0.54%,0
S. ,519,A bill to prohibit individuals charged with or convicted of human trafficking or drug trafficking offenses committed near the border of the United States from receiving Federal benefits.,,118,R,TN,4,0,4,0,2,,Senate - Homeland Security and Governmental Affairs,https://www.congress.gov/bill/118th-congress/senate-bill/519,0.24%,0
S. ,518,Correctional Facilities Occupational Safety and Health Act of 2023,,118,D,NJ,0,0,0,0,2,Labor and Employment,Senate - Judiciary,https://www.congress.gov/bill/118th-congress/senate-bill/518,0.25%,0
S. ,517,Combating Workplace Discrimination in Correctional Facilities Act of 2023,,118,D,NJ,0,0,0,0,2,Crime and Law Enforcement,Senate - Judiciary,https://www.congress.gov/bill/118th-congress/senate-bill/517,0.24%,0
S. ,516,Fair Wages for Incarcerated Workers Act of 2023,,118,D,NJ,0,0,0,0,2,Labor and Employment,"Senate - Health, Education, Labor, and Pensions",https://www.congress.gov/bill/118th-congress/senate-bill/516,0.25%,0
S. ,515,Securing Our Propane Supply Act,,118,D,MI,1,0,1,0,2,Energy,Senate - Energy and Natural Resources,https://www.congress.gov/bill/118th-congress/senate-bill/515,0.27%,0
S. ,514,Congressional Tribute to Constance Baker Motley Act of 2023,,118,D,CT,27,23,3,1,2,,"Senate - Banking, Housing, and Urban Affairs",https://www.congress.gov/bill/118th-congress/senate-bill/514,0.25%,0
S. ,513,Insure Cybersecurity Act of 2023,,118,D,CO,1,0,1,0,2,,"Senate - Commerce, Science, and Transportation",https://www.congress.gov/bill/118th-congress/senate-bill/513,0.24%,0
S. ,512,DISCLOSE Act of 2023,,118,D,RI,50,47,0,3,2,Government Operations and Politics,Senate - Rules and Administration,https://www.congress.gov/bill/118th-congress/senate-bill/512,0.24%,0
S. ,511,Protect America’s Innovation and Economic Security from CCP Act,,118,R,FL,2,0,2,0,2,Crime and Law Enforcement,Senate - Judiciary,https://www.congress.gov/bill/118th-congress/senate-bill/511,1.11%,0
S. ,510,Expediting Israeli Aerial Refueling Act of 2023,,118,R,AR,0,0,0,0,2,,Senate - Foreign Relations,https://www.congress.gov/bill/118th-congress/senate-bill/510,0.24%,0
S. ,509,Supporting Americans Wrongfully or Unlawfully Detained Abroad Act of 2023,,118,D,NJ,3,1,2,0,2,International Affairs,Senate - Foreign Relations,https://www.congress.gov/bill/118th-congress/senate-bill/509,0.25%,0
S. ,508,Ensuring Work Opportunities in Correctional Facilities Act of 2023,,118,D,NJ,0,0,0,0,2,Crime and Law Enforcement,Senate - Judiciary,https://www.congress.gov/bill/118th-congress/senate-bill/508,0.24%,0
S. ,507,"Ralph David Abernathy, Sr., National Historic Site Act",,118,D,GA,1,1,0,0,2,Public Lands and Natural Resources,Senate - Energy and Natural Resources,https://www.congress.gov/bill/118th-congress/senate-bill/507,0.24%,0
S. ,506,Stop Reckless Student Loan Actions Act of 2023,,118,R,SD,10,0,10,0,2,Education,"Senate - Health, Education, Labor, and Pensions",https://www.congress.gov/bill/118th-congress/senate-bill/506,0.25%,0
S. ,505,Immigration Parole Reform Act of 2023,,118,R,IA,10,0,10,0,2,Immigration,Senate - Judiciary,https://www.congress.gov/bill/118th-congress/senate-bill/505,0.25%,0
S. ,504,DEMOCRACIA Act,,118,R,FL,5,0,5,0,2,International Affairs,Senate - Foreign Relations,https://www.congress.gov/bill/118th-congress/senate-bill/504,0.46%,0
S. ,503,Space National Guard Establishment Act,,118,D,CA,9,3,5,1,2,Armed Forces and National Security,Senate - Armed Services,https://www.congress.gov/bill/118th-congress/senate-bill/503,0.25%,0
S. ,502,Healthy Dog Importation Act,,118,R,IA,6,3,2,1,2,Animals,"Senate - Agriculture, Nutrition, and Forestry",https://www.congress.gov/bill/118th-congress/senate-bill/502,70.50%,1
S. ,501,Presidential Allowance Modernization Act of 2023,,118,R,IA,2,1,1,0,2,Government Operations and Politics,Senate - Homeland Security and Governmental Affairs,https://www.congress.gov/bill/118th-congress/senate-bill/501,0.36%,0
S. ,500,Eliminating Leftover Expenses for Campaigns from Taxpayers (ELECT) Act of 2023,,118,R,IA,0,0,0,0,2,,Senate - Finance,https://www.congress.gov/bill/118th-congress/senate-bill/500,0.24%,0
S. ,499,Debbie Smith Act of 2023,,118,R,TX,15,8,7,0,2,Crime and Law Enforcement,Senate - Judiciary,https://www.congress.gov/bill/118th-congress/senate-bill/499,97.11%,1
S. ,498,Veteran Education Empowerment Act,,118,D,NV,1,0,1,0,2,Education,Senate - Veterans' Affairs,https://www.congress.gov/bill/118th-congress/senate-bill/498,0.89%,0
S. ,497,Military Family Nutrition Access Act of 2023,,118,D,IL,16,13,2,1,2,Agriculture and Food,"Senate - Agriculture, Nutrition, and Forestry",https://www.congress.gov/bill/118th-congress/senate-bill/497,0.24%,0
S. ,496,Respect for Workers Act,,118,D,RI,9,9,0,0,2,Finance and Financial Sector,"Senate - Banking, Housing, and Urban Affairs",https://www.congress.gov/bill/118th-congress/senate-bill/496,0.24%,0
S. ,495,Expanding Veterans’ Options for Long Term Care Act," <p><strong>Expanding Veterans' Options for Long Term Care Act</strong></p> <p>This bill requires the Department of Veterans Affairs (VA) to implement a three-year pilot program to assess the effectiveness of providing assisted living services to eligible veterans, including by assessing the satisfaction of veterans participating in the pilot program. Eligible veterans are those who (1) are eligible for assisted living services as determined by the VA; and (2) are already receiving nursing home level care paid for by the VA, are eligible for such care from the VA, or exceed the requirements for domiciliary care paid for by the VA but do not meet the requirements for nursing home level care paid for by the VA.</p> <p>The Inspector General of the VA must report to Congress on the pilot program, and the VA must submit a follow-up plan to address any deficiencies that are identified in the report.</p>",118,D,MT,5,1,3,1,2,Armed Forces and National Security,Senate - Veterans' Affairs,https://www.congress.gov/bill/118th-congress/senate-bill/495,11.69%,0
S. ,494,Background Check Expansion Act,,118,D,CT,47,45,0,2,2,Crime and Law Enforcement,Senate - Judiciary,https://www.congress.gov/bill/118th-congress/senate-bill/494,0.24%,0
S. ,493,Securing the Visa Waiver Program Act of 2023,,118,R,FL,1,0,1,0,2,Immigration,Senate - Judiciary,https://www.congress.gov/bill/118th-congress/senate-bill/493,0.89%,0
S. ,492,Conscience Objections to Negligent State COVID–19 Inoculation Edicts Need Constitutional Enforcement Act of 2023,,118,R,FL,1,0,1,0,2,"Civil Rights and Liberties, Minority Issues",Senate - Judiciary,https://www.congress.gov/bill/118th-congress/senate-bill/492,0.81%,0
S. ,491,CVV Act, <p> <strong>Codification of Verified Values Act or the CVV Act</strong></p> <p>This bill requires a contributor to political organizations who uses a credit card to make online contributions to such organizations to disclose the credit verification value of such credit card at the time a contribution is made. A credit verification value is a series of numbers on a credit card (usually on the back of the card) that provides additional security for a transaction by credit card.</p>,118,R,FL,1,0,1,0,2,Taxation,Senate - Finance,https://www.congress.gov/bill/118th-congress/senate-bill/491,0.24%,0
S. ,490,Hong Kong Economic and Trade Office (HKETO) Certification Act,,118,R,FL,1,1,0,0,2,International Affairs,Senate - Foreign Relations,https://www.congress.gov/bill/118th-congress/senate-bill/490,0.63%,0
S. ,489,Stop Taxpayer Funding of Hamas Act,,118,R,FL,4,0,4,0,2,International Affairs,Senate - Foreign Relations,https://www.congress.gov/bill/118th-congress/senate-bill/489,0.50%,0
S. ,488,FOIA Fix Act of 2023,,118,R,FL,1,0,1,0,2,Government Operations and Politics,Senate - Judiciary,https://www.congress.gov/bill/118th-congress/senate-bill/488,0.80%,0
S. ,487,COST of Relocations Act,,118,D,MD,0,0,0,0,2,Government Operations and Politics,Senate - Homeland Security and Governmental Affairs,https://www.congress.gov/bill/118th-congress/senate-bill/487,0.25%,0
S. ,486,Honest Ads Act,,118,D,MN,2,1,1,0,2,Government Operations and Politics,Senate - Rules and Administration,https://www.congress.gov/bill/118th-congress/senate-bill/486,0.24%,0
S. ,485,Hazard and Flooding Mitigation Funding Assurance Act,,118,D,CA,1,0,1,0,2,Emergency Management,Senate - Homeland Security and Governmental Affairs,https://www.congress.gov/bill/118th-congress/senate-bill/485,0.28%,0
S. ,484,Combating Human Rights Abuses Act of 2023,,118,D,MI,1,0,1,0,2,International Affairs,"Senate - Commerce, Science, and Transportation",https://www.congress.gov/bill/118th-congress/senate-bill/484,0.27%,0
S. ,483,Internet PACT Act,,118,D,HI,7,3,4,0,2,Commerce,"Senate - Commerce, Science, and Transportation",https://www.congress.gov/bill/118th-congress/senate-bill/483,0.30%,0
S. ,482,Klamath Power and Facilities Agreement Support Act,,118,D,OR,1,1,0,0,2,Water Resources Development,Senate - Energy and Natural Resources,https://www.congress.gov/bill/118th-congress/senate-bill/482,28.27%,0
S. ,481,Deterring Communist Chinese Aggression against Taiwan through Financial Sanctions Act of 2023,,118,R,FL,1,0,1,0,2,International Affairs,"Senate - Banking, Housing, and Urban Affairs",https://www.congress.gov/bill/118th-congress/senate-bill/481,0.30%,0
S. ,480,"A bill to require the establishment of a working group to evaluate the threat to food safety and animal health posed by beef imported from Brazil, and for other purposes."," <p>This bill requires the Department of Agriculture (USDA) to establish a working group to (1) evaluate the food safety and animal health threat posed by beef imported from Brazil, and (2) make recommendations regarding whether or not the importation of beef from Brazil should be permitted. The bill also suspends imports of beef from Brazil until the working group submits its recommendations to USDA. </p>",118,D,MT,2,1,1,0,2,Agriculture and Food,"Senate - Agriculture, Nutrition, and Forestry",https://www.congress.gov/bill/118th-congress/senate-bill/480,0.25%,0
S. ,479,Fire Suppression and Response Funding Assurance Act,,118,D,CA,1,0,1,0,2,Emergency Management,Senate - Homeland Security and Governmental Affairs,https://www.congress.gov/bill/118th-congress/senate-bill/479,0.28%,0
S. ,478,GRAD Act,,118,R,UT,2,1,1,0,2,Education,"Senate - Health, Education, Labor, and Pensions",https://www.congress.gov/bill/118th-congress/senate-bill/478,0.25%,0
S. ,477,Taiwan Invasion Prevention Act,,118,R,FL,0,0,0,0,2,International Affairs,Senate - Foreign Relations,https://www.congress.gov/bill/118th-congress/senate-bill/477,0.55%,0
S. ,476,Maintaining Investments in New Innovation Act,,118,D,NJ,1,0,1,0,2,Health,Senate - Finance,https://www.congress.gov/bill/118th-congress/senate-bill/476,0.24%,0
S. ,475,"A bill to designate the clinic of the Department of Veterans Affairs in Gallup, New Mexico, as the Hiroshi ""Hershey"" Miyamura VA Clinic."," <p>This bill designates the clinic of the Department of Veterans Affairs in Gallup, New Mexico, as the Hiroshi &quot;Hershey&quot; Miyamura Department of Veterans Affairs Clinic or the Hiroshi &quot;Hershey&quot; Miyamura VA Clinic.</p>",118,D,NM,1,1,0,0,2,Armed Forces and National Security,Senate - Veterans' Affairs,https://www.congress.gov/bill/118th-congress/senate-bill/475,0.24%,0
S. ,474,REPORT Act,,118,R,TN,1,1,0,0,2,Crime and Law Enforcement,Senate - Judiciary,https://www.congress.gov/bill/118th-congress/senate-bill/474,13.00%,0
S. ,473,American Security Drone Act of 2023,,118,R,FL,6,3,3,0,2,,Senate - Homeland Security and Governmental Affairs,https://www.congress.gov/bill/118th-congress/senate-bill/473,0.24%,0
S. ,472,Iran Nuclear Treaty Act,,118,R,WI,22,0,22,0,2,International Affairs,Senate - Foreign Relations,https://www.congress.gov/bill/118th-congress/senate-bill/472,3.66%,0
S. ,471,Women’s Public Health and Safety Act,,118,R,OK,12,0,12,0,2,Health,Senate - Finance,https://www.congress.gov/bill/118th-congress/senate-bill/471,0.24%,0
S. ,470,Patient Access to Higher Quality Health Care Act of 2023,,118,R,OK,14,0,14,0,2,Health,Senate - Finance,https://www.congress.gov/bill/118th-congress/senate-bill/470,0.24%,0
S. ,469,STUDENT Act,,118,R,IA,5,3,2,0,2,Education,"Senate - Health, Education, Labor, and Pensions",https://www.congress.gov/bill/118th-congress/senate-bill/469,0.38%,0
S. ,468,Hospital Transparency Compliance Enforcement Act,,118,R,LA,0,0,0,0,2,Health,"Senate - Health, Education, Labor, and Pensions",https://www.congress.gov/bill/118th-congress/senate-bill/468,0.88%,0
S. ,467,CADETS Act,,118,D,MI,6,3,3,0,2,Transportation and Public Works,"Senate - Commerce, Science, and Transportation",https://www.congress.gov/bill/118th-congress/senate-bill/467,0.30%,0
S. ,466,Federal PFAS Research Evaluation Act," <p><b>Federal PFAS Research Evaluation Act</b></p> <p>This bill requires various studies and reports on the exposure, hazards, and management of perfluoroalkyl and polyfluoroalkyl substances, commonly referred to as PFAS. These substances are man-made and may have adverse human health effects. A variety of products contain the compounds, such as nonstick cookware or weatherproof clothing.</p> <p>Specifically, the bill requires the National Science Foundation (NSF) to enter into an agreement with the National Academies of Sciences, Engineering, and Medicine (NASEM) to conduct a two-phase study and report on the research and development needed to advance human exposure estimation and toxicity hazard estimation of individual or total PFAS.</p> <p>The bill also requires the NSF and the Environmental Protection Agency to jointly enter into an agreement with NASEM to conduct a study and submit a report on the research and development needed to advance the understanding of the extent and implications of environmental contamination by PFAS, how to manage and treat such contamination, and the development of safe alternatives.</p> <p>Finally, the White House Office of Science and Technology Policy must submit an implementation plan for federal PFAS research, development, and demonstration activities, taking into account the recommendations of the NASEM reports.</p>",118,D,MI,2,1,1,0,2,"Science, Technology, Communications","Senate - Commerce, Science, and Transportation",https://www.congress.gov/bill/118th-congress/senate-bill/466,24.90%,0
S. ,465,BADGES for Native Communities Act,,118,D,NV,1,0,1,0,2,Native Americans,Senate - Indian Affairs,https://www.congress.gov/bill/118th-congress/senate-bill/465,0.53%,0
S. ,464,No Tax Subsidies for E-Cigarette and Tobacco Ads Act," <p><strong>No Tax Subsidies for E-Cigarette and Tobacco Ads Act</strong></p> <p>This bill denies a tax deduction for expenses relating to direct-to-consumer advertising of tobacco products, including electronic nicotine delivery systems.</p>",118,D,NH,5,5,0,0,2,Taxation,Senate - Finance,https://www.congress.gov/bill/118th-congress/senate-bill/464,0.25%,0
S. ,463,Downwinders Parity Act of 2023," <p><b>Downwinders Parity Act of 2023</b></p> <p>This bill expands a program that compensates individuals who were exposed to radiation from atmospheric nuclear testing and subsequently developed specified cancers.</p> <p>Under current law, the program compensates, among others, individuals who were present in a designated geographic area during a period of nuclear testing. The bill expands that area to include all parts of Clark County, Nevada, and Mohave County, Arizona. Current law restricts eligibility to certain parts of those counties.</p> <p>The Department of Justice must report on efforts to inform individuals newly eligible for compensation about the program.</p>",118,I,AZ,2,2,0,0,2,Law,Senate - Judiciary,https://www.congress.gov/bill/118th-congress/senate-bill/463,99.28%,1
S. ,462,Mental Health Professionals Workforce Shortage Loan Repayment Act of 2023,,118,D,MN,2,1,1,0,2,Health,"Senate - Health, Education, Labor, and Pensions",https://www.congress.gov/bill/118th-congress/senate-bill/462,0.90%,0
S. ,461,"A bill to make certain irrigation districts eligible for Pick-Sloan Missouri Basin Program pumping power, and for other purposes.",,118,R,ND,1,0,1,0,2,Water Resources Development,Senate - Energy and Natural Resources,https://www.congress.gov/bill/118th-congress/senate-bill/461,0.26%,0
S. ,460,Urban Indian Health Confer Act," <p><strong>Urban Indian Health Confer Act</strong></p> <p>This bill requires the Department of Health and Human Services (HHS) to confer with urban Indian organizations regarding health care for American Indians and Alaska Natives living in urban areas.</p> <p>Currently, only the Indian Health Service (IHS) is required to confer with urban Indian organizations on matters relating to the Indian Health Care Improvement Act. The bill requires HHS to ensure that the IHS and other agencies and offices within HHS confer with urban Indian organizations on (1) matters relating to the Indian Health Care Improvement Act, and (2) other provisions of law relating to health care for American Indians and Alaska Natives.</p>",118,D,MN,1,0,1,0,2,Native Americans,Senate - Indian Affairs,https://www.congress.gov/bill/118th-congress/senate-bill/460,2.46%,0
S. ,459,Thin Blue Line Act,,118,R,IN,12,0,12,0,2,Crime and Law Enforcement,Senate - Judiciary,https://www.congress.gov/bill/118th-congress/senate-bill/459,24.01%,0
S. ,458,North American Transatlantic Resource Security Partnership Act of 2023,,118,D,WV,1,0,1,0,2,,Senate - Foreign Relations,https://www.congress.gov/bill/118th-congress/senate-bill/458,0.24%,0
S. ,457,Protecting Our Kids from Child Abuse Act,,118,R,MO,0,0,0,0,2,Health,Senate - Judiciary,https://www.congress.gov/bill/118th-congress/senate-bill/457,98.52%,1
S. ,456,COMFORT Act,,118,I,AZ,1,0,1,0,2,Armed Forces and National Security,Senate - Armed Services,https://www.congress.gov/bill/118th-congress/senate-bill/456,0.36%,0
S. ,455,Travel Freedom Act,,118,R,KS,3,0,3,0,2,Health,"Senate - Health, Education, Labor, and Pensions",https://www.congress.gov/bill/118th-congress/senate-bill/455,0.36%,0
S. ,454,Youth Workforce Readiness Act of 2023,,118,D,MN,3,1,2,0,2,Labor and Employment,"Senate - Health, Education, Labor, and Pensions",https://www.congress.gov/bill/118th-congress/senate-bill/454,0.38%,0
S. ,453,Prohibiting IRS Financial Surveillance Act,,118,R,SC,35,0,35,0,2,Finance and Financial Sector,"Senate - Banking, Housing, and Urban Affairs",https://www.congress.gov/bill/118th-congress/senate-bill/453,0.24%,0
S. ,452,Nuclear Fuel Security Act of 2023,,118,D,WV,3,1,2,0,2,Energy,Senate - Energy and Natural Resources,https://www.congress.gov/bill/118th-congress/senate-bill/452,0.24%,0
S. ,451,DISRUPT Act of 2023,,118,R,OK,0,0,0,0,2,International Affairs,"Senate - Banking, Housing, and Urban Affairs",https://www.congress.gov/bill/118th-congress/senate-bill/451,3.60%,0
S. ,450,STOP Iran Act of 2023,,118,R,OK,0,0,0,0,2,International Affairs,"Senate - Banking, Housing, and Urban Affairs",https://www.congress.gov/bill/118th-congress/senate-bill/450,3.60%,0
S. ,449,Veterans Patient Advocacy Act,,118,D,MI,0,0,0,0,2,Armed Forces and National Security,Senate - Veterans' Affairs,https://www.congress.gov/bill/118th-congress/senate-bill/449,5.89%,0
S. ,448,Outdoors for All Act,,118,D,CA,20,17,1,2,2,Public Lands and Natural Resources,Senate - Energy and Natural Resources,https://www.congress.gov/bill/118th-congress/senate-bill/448,0.24%,0
S. ,447,ORBITS Act of 2023,,118,D,CO,5,2,2,1,2,"Science, Technology, Communications","Senate - Commerce, Science, and Transportation",https://www.congress.gov/bill/118th-congress/senate-bill/447,0.25%,0
S. ,446,Trading System Preservation Act,,118,D,DE,1,0,1,0,2,Foreign Trade and International Finance,Senate - Finance,https://www.congress.gov/bill/118th-congress/senate-bill/446,0.51%,0
S. ,445,Grizzly Bear State Management Act of 2023,,118,R,WY,4,0,4,0,2,Environmental Protection,Senate - Environment and Public Works,https://www.congress.gov/bill/118th-congress/senate-bill/445,0.24%,0
S. ,444,No WHO Pandemic Preparedness Treaty Without Senate Approval Act,,118,R,WI,45,0,45,0,2,International Affairs,Senate - Foreign Relations,https://www.congress.gov/bill/118th-congress/senate-bill/444,0.35%,0
S. ,443,Supply Chain Disruptions Relief Act, <p><strong>Supply Chain Disruptions Relief Act</strong></p> <p>This bill modifies the treatment of liquidations of new motor vehicle inventory as qualified LIFO (last in first out accounting method) inventory. It allows new motor vehicle dealers to elect to wait until the end of 2025 to replace their inventory for purposes of determining income attributable to the sale of such inventory during 2020 and 2021.</p>,118,D,OH,50,21,28,1,2,Taxation,Senate - Finance,https://www.congress.gov/bill/118th-congress/senate-bill/443,0.27%,0
S. ,442,Cutting Off Communist Profiteers Act,,118,R,WY,4,0,4,0,2,,Senate - Judiciary,https://www.congress.gov/bill/118th-congress/senate-bill/442,0.24%,0
S. ,441,American Opportunity Accounts Act," <p><b>American Opportunity Accounts Act</b></p> <p>This bill establishes tax-exempt American Opportunity Accounts to provide children at birth with a $1,000 savings account with annual contributions up to $2,000 depending on family income. The accounts are available to children at age 18 for specified purposes, including educational expenses, home ownership, and investment that provides long-term returns.</p>",118,D,NJ,15,14,0,1,2,Taxation,Senate - Finance,https://www.congress.gov/bill/118th-congress/senate-bill/441,0.25%,0
S. ,440,Oregon Recreation Enhancement Act,,118,D,OR,1,1,0,0,2,Public Lands and Natural Resources,Senate - Energy and Natural Resources,https://www.congress.gov/bill/118th-congress/senate-bill/440,0.50%,0
S. ,439,Preventing Elected Leaders from Owning Securities and Investments (PELOSI) Act,,118,R,MO,0,0,0,0,2,Congress,Senate - Homeland Security and Governmental Affairs,https://www.congress.gov/bill/118th-congress/senate-bill/439,96.64%,1
S. ,438,Natural Gas Export Expansion Act,,118,R,TX,3,0,3,0,2,Energy,Senate - Energy and Natural Resources,https://www.congress.gov/bill/118th-congress/senate-bill/438,0.24%,0
S. ,437,Bicycles for Rural African Transport Act,,118,D,IL,0,0,0,0,2,International Affairs,Senate - Foreign Relations,https://www.congress.gov/bill/118th-congress/senate-bill/437,0.34%,0
S. ,436,SAFE Act,,118,R,ID,1,1,0,0,2,International Affairs,Senate - Foreign Relations,https://www.congress.gov/bill/118th-congress/senate-bill/436,0.27%,0
